playlist_url,year,track_id,track_name,track_popularity,album,artist_id,artist_name,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
https://open.spotify.com/playlist/37i9dQZF1DX9Ol4tZWPH6V,2001,2MLHyLy5z5l5YRp7momlgw,Island In The Sun,80,Weezer,3jOstUTkEu2JkjvRdBA5Gu,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'rock']",74,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,6y468DyY1V67RBNCwzrMrC,L.I.F.E.G.O.E.S.O.N.,55,Last Night On Earth,0aeLcja6hKzb7Uz2ou7ulP,Noah And The Whale,['stomp and holler'],50,0.603,0.745,4,-5.79,1,0.0368,0.207,0.0,0.348,0.606,81.981,228000,4
https://open.spotify.com/playlist/37i9dQZF1DX9ukdrXQLJGZ,2015,1p80LdxRV74UKvL8gnD7ky,Blank Space,74,1989,06HL4z0CvFAxyc27GXpf02,Taylor Swift,['pop'],100,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,231827,4
https://open.spotify.com/playlist/37i9dQZF1DWVRSukIED0e9,2019,0u2P5u6lvoDfwTYjAADbn4,lovely (with Khalid),88,lovely (with Khalid),6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,"['art pop', 'pop']",89,0.351,0.296,4,-10.109,0,0.0333,0.934,0.0,0.095,0.12,115.284,200186,4
https://open.spotify.com/playlist/37i9dQZF1DWTE7dVUebpUW,2017,6KBYefIoo7KydImq1uUQlL,Bodak Yellow,72,Invasion of Privacy,4kYSro6naA4h99UJvo89HB,Cardi B,"['pop', 'rap']",81,0.926,0.703,11,-6.337,0,0.103,0.0659,0.0,0.231,0.485,125.022,223713,4
https://open.spotify.com/playlist/37i9dQZF1DX9Ol4tZWPH6V,2001,6uSa5iCMwPr10Ftpz8w09b,Love,58,Aijuswanaseing,3UVRliakQfa1pMWIsNuiZ8,Musiq Soulchild,"['contemporary r&b', 'neo soul', 'r&b', 'urban contemporary']",58,0.569,0.385,1,-9.919,0,0.0499,0.342,0.0,0.0876,0.339,99.738,304667,4
https://open.spotify.com/playlist/37i9dQZF1DXe2bobNYDtW8,2018,09IStsImFySgyp0pIQdqAc,The Middle,79,The Middle,2qxJFvFYMEDqd7ui6kSAcq,Zedd,"['complextro', 'edm', 'german techno', 'pop', 'pop dance']",74,0.753,0.657,7,-3.061,1,0.0449,0.171,0.0,0.112,0.437,107.01,184732,4
https://open.spotify.com/playlist/37i9dQZF1DX9ukdrXQLJGZ,2015,7xoUc6faLbCqZO6fQEYprd,One Last Time,83,My Everything (Deluxe),66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,['pop'],94,0.628,0.593,8,-5.036,1,0.0323,0.093,1.65e-06,0.096,0.104,125.026,197267,4
https://open.spotify.com/playlist/37i9dQZF1DX9ukdrXQLJGZ,2015,70eDxAyAraNTiD6lx2ZEnH,Ex's & Oh's,73,Love Stuff,3bhu7P5PfngueRHiB9hjcx,Elle King,['modern blues rock'],63,0.612,0.921,7,-2.882,1,0.085,0.0183,0.0,0.0576,0.446,139.988,202173,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,4356Typ82hUiFAynbLYbPn,DJ Got Us Fallin' In Love (feat. Pitbull),83,Raymond v Raymond (Expanded Edition),23zg3TcAtWQy7J6upgbUnj,USHER,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",83,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,220800,4
https://open.spotify.com/playlist/5GhQiRkGuqzpWZSE7OU4Se,2021,5vGLcdRuSbUhD8ScwsGSdA,Whoopty,69,Whoopty,7arQA31aZVS8yS6zUveWzb,CJ,['nyc rap'],61,0.719,0.648,3,-7.6,0,0.125,0.2,0.0,0.127,0.66,140.201,123263,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,3ZdJffjzJWFimSQyxgGIxN,Just A Dream,75,5,2gBjLmx6zQnFGQJCAQpRgw,Nelly,"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']",74,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,237800,4
https://open.spotify.com/playlist/5GhQiRkGuqzpWZSE7OU4Se,2021,1EHUQesfVKwbthtNcpBi9g,WITHOUT YOU (with Miley Cyrus),67,WITHOUT YOU (with Miley Cyrus),2tIP7SsRs7vjIcLrU85W8J,The Kid LAROI,['australian hip hop'],79,0.655,0.469,0,-6.257,1,0.0292,0.173,0.0,0.0956,0.467,92.56,161385,4
https://open.spotify.com/playlist/37i9dQZF1DX3Sp0P28SIer,2013,1DunhgeZSEgWiIYbHqXl0c,Latch,73,Settle (Deluxe),6nS5roXSAGhTGr34W6n7Et,Disclosure,"['edm', 'house', 'indietronica', 'uk dance']",74,0.729,0.735,1,-5.455,1,0.0919,0.0178,0.000193,0.089,0.544,121.986,255867,4
https://open.spotify.com/playlist/37i9dQZF1DWWzQTBs5BHX9,2005,2NBQmPrOEEjA8VbeWOQGxO,Drop It Like It's Hot,76,R&G (Rhythm & Gangsta): The Masterpiece,7hJcb9fa4alzcOq3EaNPoG,Snoop Dogg,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",82,0.888,0.632,1,-3.872,1,0.219,0.19,0.0,0.101,0.662,91.979,266067,4
https://open.spotify.com/playlist/37i9dQZF1DX3Sp0P28SIer,2013,1V6gIisPpYqgFeWbMLI0bA,Heart Attack,81,Demi,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,"['pop', 'post-teen pop']",77,0.504,0.785,8,-4.802,1,0.104,0.0738,0.0,0.239,0.502,173.968,210840,4
https://open.spotify.com/playlist/37i9dQZF1DWTE7dVUebpUW,2017,6HZILIRieu8S0iqY8kIKhj,DNA.,81,DAMN.,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",90,0.638,0.523,1,-6.664,1,0.357,0.00454,0.0,0.0842,0.422,139.913,185947,4
https://open.spotify.com/playlist/37i9dQZF1DX3Sp0P28SIer,2013,5PUvinSo4MNqW7vmomGRS7,Blurred Lines,56,Blurred Lines,0ZrpamOxcZybMHGg1AYtHP,Robin Thicke,"['dance pop', 'neo soul', 'pop rap', 'r&b', 'urban contemporary']",63,0.861,0.504,7,-7.707,1,0.0489,0.00412,1.78e-05,0.0783,0.881,120.0,263053,4
https://open.spotify.com/playlist/2fmTTbBkXi8pewbUvG3CeZ,2020,1DWZUa5Mzf2BwzpHtgbHPY,Good News,72,Circles,4LLpKhyESsyAXpc4laK94U,Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",82,0.794,0.32,1,-12.92,0,0.173,0.853,0.134,0.112,0.241,174.088,342040,4
https://open.spotify.com/playlist/37i9dQZF1DWTE7dVUebpUW,2017,1EaKU4dMbesXXd3BrLCtYG,ELEMENT.,72,DAMN.,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",90,0.748,0.705,4,-4.547,0,0.485,0.204,0.0,0.246,0.483,189.891,208733,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,3JA9Jsuxr4xgHXEawAdCp4,Just Cant Get Enough,80,The Beginning,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",80,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,219427,4
https://open.spotify.com/playlist/2fmTTbBkXi8pewbUvG3CeZ,2020,2b8fOow8UzyDFAE27YhOZM,Memories,28,Memories,04gDigrS5kc9YWfZHwBETP,Maroon 5,['pop'],85,0.764,0.32,11,-7.209,1,0.0546,0.837,0.0,0.0822,0.575,91.019,189486,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,1Fxp4LBWsNC58NwnGAXJld,Down With The Trumpets,57,Stereo Typical,2ajhZ7EA6Dec0kaWiKCApF,Rizzle Kicks,"['talent show', 'uk hip hop']",51,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,186851,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,53DB6LJV9B8sz0p1s6tlGS,Roll Up,61,Rolling Papers,137W8MRPWKqSmrBGDBFSop,Wiz Khalifa,"['hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",81,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,227773,5
https://open.spotify.com/playlist/2fmTTbBkXi8pewbUvG3CeZ,2020,6AzKhCHOms83jvNVLsz0Bt,Djadja (feat. Maluma) - Remix,61,Djadja (feat. Maluma) [Remix],7IlRNXHjoOCgEAWN5qYksg,Aya Nakamura,"['basshall', 'pop urbaine', 'r&b francais']",73,0.791,0.682,5,-7.328,1,0.158,0.175,0.0,0.0926,0.672,98.031,166851,4
https://open.spotify.com/playlist/37i9dQZF1DX0P7PzzKwEKl,2002,7J41dYQolQJEtj3UmKLu5r,U Got It Bad,75,8701,23zg3TcAtWQy7J6upgbUnj,USHER,"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']",83,0.816,0.5,1,-4.551,1,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,247840,4
https://open.spotify.com/playlist/37i9dQZF1DWTWdbR13PQYH,2004,1dHJETCn2X1R1YwVlMvSza,Wanna Get To Know You,64,Beg For Mercy,6evKD5JWJON3qPBJtUEmtY,G-Unit,"['gangster rap', 'hardcore hip hop', 'hip hop', 'nyc rap', 'pop rap', 'queens hip hop', 'rap', 'southern hip hop']",62,0.513,0.826,10,-3.651,0,0.132,0.106,0.0,0.0675,0.889,76.91,265027,1
https://open.spotify.com/playlist/37i9dQZF1DWWzQTBs5BHX9,2005,4v7DCN09hgXkKazefkznDQ,Lonely,78,Trouble Deluxe Edition,0z4gvV4rjIZ9wHck67ucSV,Akon,['dance pop'],81,0.634,0.526,5,-7.881,0,0.0333,0.339,0.0,0.257,0.623,90.087,235800,4
https://open.spotify.com/playlist/37i9dQZF1DX4UkKv8ED8jp,2009,360ZhWvMnyXKYFG9Mqsm89,Evacuate The Dancefloor - Radio Edit,66,Evacuate The Dancefloor,0N0d3kjwdY2h7UVuTdJGfp,Cascada,"['eurodance', 'europop', 'german techno', 'melbourne bounce international']",68,0.76,0.696,0,-5.811,1,0.0491,0.0195,0.0,0.278,0.903,127.029,205884,4
https://open.spotify.com/playlist/37i9dQZF1DWTWdbR13PQYH,2004,3JOVTQ5h8HGFnDdp4VT3MP,Mad World,68,Trading Snakeoil for Wolftickets,5oRnbmgqvvq7fVlgk4vcEa,Gary Jules,['neo mellow'],51,0.344,0.0585,3,-17.212,1,0.0373,0.976,0.000362,0.103,0.323,174.149,189507,4
https://open.spotify.com/playlist/37i9dQZF1DX3Sp0P28SIer,2013,2dLLR6qlu5UJ5gk0dKz0h3,Royals,80,Pure Heroine,163tK9Wjr9P9DmM0AVK7lm,Lorde,"['art pop', 'metropopolis', 'nz pop', 'pop']",76,0.674,0.428,7,-9.504,1,0.122,0.121,0.0,0.132,0.337,84.878,190185,4
https://open.spotify.com/playlist/37i9dQZF1DX3j9EYdzv2N9,2007,2RqZFOLOnzVmHUX7ZMcaES,Let It Go,65,Just Like You,1vfezMIyCr4XUdYRaKIKi3,Keyshia Cole,"['hip pop', 'r&b', 'urban contemporary']",70,0.806,0.721,10,-5.167,0,0.215,0.197,0.0,0.209,0.781,94.967,238333,4
https://open.spotify.com/playlist/37i9dQZF1DWWzQTBs5BHX9,2005,6WrnSlcN0dzTO80mVVbBto,Do You Want To,62,You Could Have It So Much Better,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",66,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,215000,4
https://open.spotify.com/playlist/37i9dQZF1DWUZv12GM5cFk,2000,1sjrDQXqAa9V07FjKIlAQ4,Hemorrhage (In My Hands),62,Something Like Human,0EyuKHE1AeE9lWUF8mzKVp,Fuel,"['alternative metal', 'nu metal', 'post-grunge']",55,0.301,0.823,1,-4.072,1,0.0433,0.000144,0.000309,0.0833,0.372,152.017,236867,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,3C0nOe05EIt1390bVABLyN,On The Floor,80,Love?,2DlGxzQSjYe5N6G9nkYghR,Jennifer Lopez,"['dance pop', 'pop', 'urban contemporary']",76,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,284867,4
https://open.spotify.com/playlist/2fmTTbBkXi8pewbUvG3CeZ,2020,0v1x6rN6JHRapa03JElljE,Dynamite,0,Dynamite,3Nrfpe0tUJi4K4DXYWgMUX,BTS,"['k-pop', 'k-pop boy group', 'pop']",87,0.746,0.765,6,-4.41,0,0.0993,0.0112,0.0,0.0936,0.737,114.044,199054,4
https://open.spotify.com/playlist/5GhQiRkGuqzpWZSE7OU4Se,2021,3FeVmId7tL5YN8B7R3imoM,My Universe,78,My Universe,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"['permanent wave', 'pop']",88,0.588,0.701,9,-6.39,1,0.0402,0.00813,0.0,0.2,0.443,104.988,228000,4
https://open.spotify.com/playlist/56r5qRUv3jSxADdmBkhcz7,2022,7mFj0LlWtEJaEigguaWqYh,Sweetest Pie,71,Sweetest Pie,181bsRPaVXVlUKXrxwZfHK,Megan Thee Stallion,"['houston rap', 'pop', 'r&b', 'rap', 'trap queen']",79,0.814,0.628,7,-7.178,1,0.221,0.167,0.0,0.101,0.677,123.977,201334,4
https://open.spotify.com/playlist/37i9dQZF1DXcagnSNtrGuJ,2011,7w87IxuO7BDcJ3YUqCyMTT,Pumped Up Kicks,86,Torches,7gP3bB2nilZXLfPHJhMdvc,Foster The People,"['indietronica', 'modern alternative rock', 'modern rock', 'rock']",72,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,239600,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,3VA8T3rNy5V24AXxNK5u9E,King of Anything,58,Kaleidoscope Heart,2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,"['acoustic pop', 'ectofolk', 'lilith', 'neo mellow', 'pop rock', 'post-teen pop']",65,0.676,0.762,1,-4.172,1,0.0351,0.461,0.0,0.0574,0.81,119.003,207493,4
https://open.spotify.com/playlist/37i9dQZF1DX8XZ6AUo9R4R,2016,0TXNKTzawI6VgLoA9UauRp,When You Love Someone,70,Chapters,0B3N0ZINFWvizfa8bKiz4v,James TW,"['british singer-songwriter', 'uk pop']",63,0.681,0.453,7,-6.09,1,0.0278,0.263,0.0,0.0543,0.348,125.772,216560,4
https://open.spotify.com/playlist/37i9dQZF1DWTWdbR13PQYH,2004,4hfIVhq0F0zFUcrbecsYmo,Let's Get It Started - Spike Mix,74,Elephunk,1yxSLGMDHlW21z4YXirZDS,Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",80,0.783,0.794,11,-2.231,0,0.12,0.105,0.0,0.304,0.805,104.963,217733,4
https://open.spotify.com/playlist/37i9dQZF1DXe2bobNYDtW8,2018,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,80,In My Mind,3v6Ji4uoWtKRkhuDUaxi9n,Dynoro,['edm'],65,0.694,0.77,6,-5.335,1,0.149,0.176,1.1e-05,0.118,0.163,125.905,184560,4
https://open.spotify.com/playlist/37i9dQZF1DWVRSukIED0e9,2019,4kV4N9D1iKVxx1KLvtTpjS,"break up with your girlfriend, i'm bored",76,"thank u, next",66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,['pop'],94,0.726,0.554,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.999,190440,4
https://open.spotify.com/playlist/56r5qRUv3jSxADdmBkhcz7,2022,5S9Zs5g9lTWnLIboN1pdlU,Fingers Crossed,1,Fingers Crossed,79AyR6ATpj2LTPxfb6FX50,Lauren Spencer Smith,"['alt z', 'gen z singer-songwriter', 'singer-songwriter pop']",69,0.603,0.473,5,-7.23,1,0.0511,0.616,0.0,0.31,0.446,109.494,175345,4
https://open.spotify.com/playlist/6unJBM7ZGitZYFJKkO0e4P,2023,1i9lZvlaDdWDPyXEE95aiq,TELEKINESIS (feat. SZA & Future),84,UTOPIA,0Y5tJX1MQlPlqiwlOH1tJY,Travis Scott,"['hip hop', 'rap', 'slap house']",94,0.458,0.535,5,-4.854,0,0.0281,0.575,0.0,0.168,0.216,82.826,353755,4
https://open.spotify.com/playlist/37i9dQZF1DX0h0QnLkMBl4,2014,5lF0pHbsJ0QqyIrLweHJPW,Burn,76,Halcyon Nights,0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,"['indietronica', 'metropopolis', 'pop', 'uk pop']",79,0.555,0.772,1,-5.007,1,0.0523,0.315,0.0,0.105,0.346,86.921,231213,4
https://open.spotify.com/playlist/37i9dQZF1DX3Sp0P28SIer,2013,1sh6lL6cmlcwhqZKGiKBua,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,72,I Could Be The One [Avicii vs Nicky Romero],1vCWHaC5f2uS3yhpwWbIA6,Avicii,"['dance pop', 'edm', 'pop', 'pop dance']",81,0.509,0.79,6,-3.782,0,0.0374,0.332,6.67e-05,0.316,0.638,127.946,208316,4
https://open.spotify.com/playlist/37i9dQZF1DX9ukdrXQLJGZ,2015,2tpfxAXiI52znho4WE3XFA,Talking Body,68,Queen Of The Clouds,4NHQUGzhtTLFvgF5SZesLK,Tove Lo,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",73,0.736,0.761,4,-5.449,0,0.0338,0.0966,0.0,0.0823,0.114,119.999,238427,4
https://open.spotify.com/playlist/37i9dQZF1DWTE7dVUebpUW,2017,152lZdxL1OR0ZMW6KquMif,Location,78,American Teen,6LuN9FCkKOj5PcnpouEgny,Khalid,"['pop', 'pop r&b']",84,0.736,0.449,1,-11.462,0,0.425,0.33,0.000162,0.0898,0.326,80.126,219080,4
https://open.spotify.com/playlist/37i9dQZF1DX4UkKv8ED8jp,2009,16XNk3bVCSHXN1rlwbXtHb,Birthday Sex,72,Jeremih,3KV3p5EY4AvKxOlhGHORLg,Jeremih,"['chicago rap', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']",73,0.677,0.523,7,-5.603,0,0.0439,0.295,0.0,0.15,0.446,60.019,226507,4
https://open.spotify.com/playlist/37i9dQZF1DX8XZ6AUo9R4R,2016,3BtuIIrQlkujKPuWF2B85z,Too Good,75,Views,3TVXtAsR1Inumwj472S9r4,Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",96,0.794,0.653,7,-7.839,1,0.104,0.0489,4.88e-05,0.1,0.397,117.996,263373,4
https://open.spotify.com/playlist/37i9dQZF1DX4UkKv8ED8jp,2009,4Dm32oO01YpIubCHaAtKkN,My Life Would Suck Without You,68,All I Ever Wanted,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,"['dance pop', 'pop', 'talent show']",74,0.526,0.882,9,-4.006,1,0.0509,0.0014,0.0,0.144,0.424,144.982,211493,4
https://open.spotify.com/playlist/37i9dQZF1DWTE7dVUebpUW,2017,4cxMGhkinTocPSVVKWIw0d,Losin Control,74,There's Really A Wolf,1z7b1Pr1rSlvWRzsW3HOrS,Russ,"['hawaiian hip hop', 'pop rap']",75,0.759,0.245,6,-6.545,1,0.138,0.515,0.000154,0.102,0.209,96.992,237507,4
https://open.spotify.com/playlist/37i9dQZF1DX3j9EYdzv2N9,2007,0mEdbdeRFQwBhN4xfyIeUM,Can't Tell Me Nothing,82,Graduation,5K4W6rqBFWDnAN6FQUkS6x,Kanye West,"['chicago rap', 'hip hop', 'rap']",94,0.596,0.62,5,-6.133,0,0.039,0.0122,0.0,0.82,0.102,80.029,271600,4
https://open.spotify.com/playlist/37i9dQZF1DX0yEZaMOXna3,2012,3sP3c86WFjOzHHnbhhZcLA,Give Your Heart a Break,70,Unbroken,6S2OmqARrzebs0tKUEyXyp,Demi Lovato,"['pop', 'post-teen pop']",77,0.651,0.695,6,-3.218,1,0.0487,0.23,0.0,0.144,0.569,123.008,205347,4
https://open.spotify.com/playlist/37i9dQZF1DWTWdbR13PQYH,2004,20I8RduZC2PWMWTDCZuuAN,Take Me Out,81,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Franz Ferdinand,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']",66,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,4
https://open.spotify.com/playlist/37i9dQZF1DXe2bobNYDtW8,2018,43VXG87ajppI8mO1Mxo8vu,FEFE (feat. Nicki Minaj & Murda Beatz),68,DUMMY BOY (Revised),7gZfnEnfiaHzxARJ2LeXrf,6ix9ine,['emo rap'],71,0.93,0.383,1,-9.34,1,0.409,0.0896,0.0,0.119,0.385,125.967,179405,4
https://open.spotify.com/playlist/37i9dQZF1DXc6IFF23C9jj,2010,7HacCTm33hZYYN8DXpCYuG,I Like It,67,Euphoria,7qG3b048QCHVRO5Pv1T5lw,Enrique Iglesias,"['dance pop', 'latin pop', 'mexican pop']",79,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,231373,4
https://open.spotify.com/playlist/37i9dQZF1DX0h0QnLkMBl4,2014,0FDzzruyVECATHXKHFs9eJ,A Sky Full of Stars,85,Ghost Stories,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,"['permanent wave', 'pop']",88,0.545,0.675,6,-6.474,1,0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,4
https://open.spotify.com/playlist/37i9dQZF1DWVRSukIED0e9,2019,5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,76,Ivy To Roses (Mixtape),1MIVXf74SZHmTIp4V4paH4,Mabel,"['pop', 'uk pop']",66,0.674,0.881,9,-2.853,1,0.147,0.296,3.01e-06,0.0793,0.234,98.994,178480,4
https://open.spotify.com/playlist/6unJBM7ZGitZYFJKkO0e4P,2023,0DWdj2oZMBFSzRsi2Cvfzf,TQG,85,MAÑANA SERÁ BONITO,790FomKkXshlbRYZFtlgla,KAROL G,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",90,0.72,0.63,4,-3.547,0,0.277,0.673,0.0,0.0936,0.607,179.974,199440,4
https://open.spotify.com/playlist/37i9dQZF1DX8XZ6AUo9R4R,2016,3MEYFivt6bilQ9q9mFWZ4g,Alone,71,Alone,64KEffDW9EtZ1y2vBYgq8T,Marshmello,"['brostep', 'edm', 'pop', 'progressive electro house']",84,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,273803,4
